id_incidente,fecha,tipo_incidente,latitud,longitud,comuna,gravedad
203,2025-04-29,hurto,-33.410998,-70.603125,Comuna Piloto,alta
204,2025-06-17,vandalismo,-33.440617,-70.668935,Comuna Piloto,media
205,2025-04-20,lesiones,-33.487397,-70.681064,Comuna Piloto,baja
206,2025-03-05,lesiones,-33.485628,-70.671395,Comuna Piloto,alta
207,2025-07-03,hurto,-33.43069,-70.603563,Comuna Piloto,baja
208,2025-08-21,robo_con_violencia,-33.482706,-70.690571,Comuna Piloto,baja
209,2025-03-05,robo_vehiculo,-33.449271,-70.61327,Comuna Piloto,baja
210,2025-07-06,vandalismo,-33.400823,-70.629216,Comuna Piloto,media
211,2025-03-04,robo_con_violencia,-33.499599,-70.616998,Comuna Piloto,baja
212,2025-06-22,vandalismo,-33.498342,-70.60241,Comuna Piloto,baja
213,2025-07-09,lesiones,-33.400692,-70.615785,Comuna Piloto,baja
214,2025-04-18,robo_vehiculo,-33.441536,-70.605662,Comuna Piloto,baja
215,2025-06-26,lesiones,-33.487309,-70.687306,Comuna Piloto,baja
216,2025-03-07,vandalismo,-33.41027,-70.620421,Comuna Piloto,media
217,2025-01-20,robo_con_violencia,-33.411962,-70.645432,Comuna Piloto,baja
218,2025-01-24,robo_con_violencia,-33.44638,-70.64565,Comuna Piloto,baja
219,2025-04-18,lesiones,-33.437821,-70.610108,Comuna Piloto,media
220,2025-08-05,vandalismo,-33.472681,-70.60282,Comuna Piloto,baja
221,2025-01-31,robo_con_violencia,-33.494948,-70.629516,Comuna Piloto,media
222,2025-04-20,lesiones,-33.440543,-70.651706,Comuna Piloto,baja
223,2025-06-18,robo_con_violencia,-33.470524,-70.65436,Comuna Piloto,baja
224,2025-02-18,lesiones,-33.433638,-70.661366,Comuna Piloto,baja
225,2025-06-23,lesiones,-33.416375,-70.66384,Comuna Piloto,baja
226,2025-03-15,robo_con_violencia,-33.498184,-70.660849,Comuna Piloto,baja
227,2025-07-14,lesiones,-33.440429,-70.691025,Comuna Piloto,media
228,2025-05-20,vandalismo,-33.476872,-70.692256,Comuna Piloto,baja
229,2025-05-12,vandalismo,-33.412611,-70.622013,Comuna Piloto,media
230,2025-02-12,robo_con_violencia,-33.474634,-70.655393,Comuna Piloto,media
231,2025-04-22,robo_vehiculo,-33.438923,-70.606932,Comuna Piloto,baja
232,2025-07-25,robo_vehiculo,-33.444646,-70.638778,Comuna Piloto,media
233,2025-01-05,hurto,-33.460383,-70.696482,Comuna Piloto,baja
234,2025-07-02,robo_con_violencia,-33.432238,-70.684248,Comuna Piloto,baja
235,2025-04-29,vandalismo,-33.427423,-70.679418,Comuna Piloto,baja
236,2025-06-22,lesiones,-33.443306,-70.602426,Comuna Piloto,media
237,2025-06-09,vandalismo,-33.424158,-70.67813,Comuna Piloto,alta
238,2025-04-14,robo_con_violencia,-33.401658,-70.648424,Comuna Piloto,baja
239,2025-03-16,robo_con_violencia,-33.458073,-70.606382,Comuna Piloto,media
240,2025-05-31,vandalismo,-33.448542,-70.602281,Comuna Piloto,media
241,2025-02-03,robo_vehiculo,-33.498753,-70.676364,Comuna Piloto,baja
242,2025-05-21,lesiones,-33.420397,-70.695088,Comuna Piloto,media
243,2025-01-23,vandalismo,-33.447977,-70.68464,Comuna Piloto,media
244,2025-06-05,robo_con_violencia,-33.459204,-70.693667,Comuna Piloto,alta
245,2025-05-31,robo_con_violencia,-33.490593,-70.680488,Comuna Piloto,alta
246,2025-01-21,robo_con_violencia,-33.411034,-70.643143,Comuna Piloto,baja
247,2025-07-01,robo_con_violencia,-33.460499,-70.608755,Comuna Piloto,baja
248,2025-04-10,robo_con_violencia,-33.431742,-70.646278,Comuna Piloto,media
249,2025-07-08,vandalismo,-33.485063,-70.637401,Comuna Piloto,baja
250,2025-01-10,lesiones,-33.403845,-70.679813,Comuna Piloto,baja
251,2025-02-13,vandalismo,-33.482156,-70.619942,Comuna Piloto,alta
252,2025-04-29,vandalismo,-33.480046,-70.638221,Comuna Piloto,baja
253,2025-02-15,vandalismo,-33.414102,-70.613586,Comuna Piloto,baja
254,2025-03-21,robo_vehiculo,-33.408742,-70.605116,Comuna Piloto,media
255,2025-06-08,robo_vehiculo,-33.478785,-70.66521,Comuna Piloto,baja
256,2025-02-04,vandalismo,-33.45302,-70.690942,Comuna Piloto,baja
257,2025-06-12,robo_vehiculo,-33.426651,-70.677407,Comuna Piloto,alta
258,2025-01-25,robo_con_violencia,-33.412163,-70.656216,Comuna Piloto,baja
259,2025-02-12,lesiones,-33.462095,-70.605431,Comuna Piloto,baja
260,2025-05-22,vandalismo,-33.448298,-70.662169,Comuna Piloto,baja
261,2025-07-10,vandalismo,-33.425828,-70.622923,Comuna Piloto,alta
262,2025-02-10,vandalismo,-33.426886,-70.645952,Comuna Piloto,baja
263,2025-03-13,robo_con_violencia,-33.421704,-70.681719,Comuna Piloto,media
264,2025-08-11,lesiones,-33.443007,-70.667927,Comuna Piloto,baja
265,2025-08-26,vandalismo,-33.489538,-70.634681,Comuna Piloto,baja
266,2025-05-20,lesiones,-33.409603,-70.632715,Comuna Piloto,alta
267,2025-04-18,vandalismo,-33.413443,-70.656524,Comuna Piloto,media
268,2025-03-25,vandalismo,-33.42019,-70.677135,Comuna Piloto,alta
269,2025-05-27,hurto,-33.490014,-70.627809,Comuna Piloto,baja
270,2025-05-22,robo_con_violencia,-33.47956,-70.683113,Comuna Piloto,media
271,2025-03-12,hurto,-33.42564,-70.606333,Comuna Piloto,alta
272,2025-01-06,robo_vehiculo,-33.497686,-70.68121,Comuna Piloto,baja
273,2025-02-06,robo_con_violencia,-33.402078,-70.689269,Comuna Piloto,baja
274,2025-08-19,robo_con_violencia,-33.462286,-70.650235,Comuna Piloto,alta
275,2025-04-11,lesiones,-33.428069,-70.648045,Comuna Piloto,baja
276,2025-04-26,hurto,-33.411243,-70.649181,Comuna Piloto,media
277,2025-04-23,hurto,-33.460537,-70.656333,Comuna Piloto,alta
278,2025-07-07,lesiones,-33.468087,-70.600519,Comuna Piloto,baja
279,2025-01-16,hurto,-33.439126,-70.651372,Comuna Piloto,baja
280,2025-01-20,lesiones,-33.441901,-70.652205,Comuna Piloto,baja
281,2025-03-08,robo_con_violencia,-33.459086,-70.657823,Comuna Piloto,baja
282,2025-04-27,vandalismo,-33.439823,-70.693317,Comuna Piloto,baja
283,2025-06-11,hurto,-33.406462,-70.640704,Comuna Piloto,media
284,2025-04-28,robo_con_violencia,-33.453236,-70.677203,Comuna Piloto,baja
285,2025-04-16,vandalismo,-33.480326,-70.636239,Comuna Piloto,media
286,2025-08-14,lesiones,-33.462279,-70.694917,Comuna Piloto,baja
287,2025-02-08,robo_con_violencia,-33.460589,-70.601861,Comuna Piloto,baja
288,2025-05-18,robo_con_violencia,-33.486889,-70.653099,Comuna Piloto,baja
289,2025-05-11,robo_con_violencia,-33.483713,-70.610324,Comuna Piloto,media
290,2025-04-24,robo_vehiculo,-33.431544,-70.652444,Comuna Piloto,baja
291,2025-07-13,robo_con_violencia,-33.466052,-70.693967,Comuna Piloto,baja
292,2025-03-06,lesiones,-33.40451,-70.617779,Comuna Piloto,alta
293,2025-08-17,hurto,-33.47564,-70.635182,Comuna Piloto,media
294,2025-03-21,vandalismo,-33.490108,-70.621824,Comuna Piloto,baja
295,2025-05-11,lesiones,-33.42465,-70.657183,Comuna Piloto,alta
296,2025-05-05,lesiones,-33.411896,-70.636206,Comuna Piloto,baja
297,2025-07-23,hurto,-33.472189,-70.614377,Comuna Piloto,baja
298,2025-04-16,robo_con_violencia,-33.479791,-70.636893,Comuna Piloto,baja
299,2025-03-10,robo_con_violencia,-33.481423,-70.665233,Comuna Piloto,baja
300,2025-01-06,lesiones,-33.447799,-70.633747,Comuna Piloto,baja
301,2025-03-29,robo_con_violencia,-33.453158,-70.632815,Comuna Piloto,media
302,2025-07-18,robo_con_violencia,-33.474056,-70.603941,Comuna Piloto,baja
303,2025-01-03,robo_vehiculo,-33.495483,-70.662909,Comuna Piloto,media
304,2025-08-04,vandalismo,-33.451851,-70.657492,Comuna Piloto,alta
305,2025-05-11,hurto,-33.404067,-70.618788,Comuna Piloto,media
306,2025-02-03,lesiones,-33.434748,-70.649424,Comuna Piloto,media
307,2025-03-14,hurto,-33.450449,-70.626343,Comuna Piloto,media
308,2025-05-13,robo_con_violencia,-33.488931,-70.654029,Comuna Piloto,alta
309,2025-03-17,robo_vehiculo,-33.474756,-70.67845,Comuna Piloto,baja
310,2025-01-27,robo_con_violencia,-33.470523,-70.62548,Comuna Piloto,baja
311,2025-06-09,lesiones,-33.42352,-70.686884,Comuna Piloto,media
312,2025-06-11,robo_con_violencia,-33.412329,-70.680142,Comuna Piloto,media
313,2025-01-29,robo_vehiculo,-33.409836,-70.637318,Comuna Piloto,baja
314,2025-03-09,vandalismo,-33.401543,-70.625273,Comuna Piloto,media
315,2025-02-28,hurto,-33.401763,-70.610531,Comuna Piloto,baja
316,2025-06-08,hurto,-33.4047,-70.672741,Comuna Piloto,alta
317,2025-06-25,hurto,-33.492818,-70.688928,Comuna Piloto,baja
318,2025-06-24,lesiones,-33.486221,-70.604395,Comuna Piloto,baja
319,2025-08-14,robo_vehiculo,-33.469553,-70.684558,Comuna Piloto,baja
320,2025-07-04,lesiones,-33.44471,-70.680233,Comuna Piloto,baja
321,2025-03-18,vandalismo,-33.490302,-70.670867,Comuna Piloto,baja
322,2025-01-26,hurto,-33.41542,-70.647061,Comuna Piloto,baja
323,2025-05-28,hurto,-33.438324,-70.611717,Comuna Piloto,baja
324,2025-08-08,robo_con_violencia,-33.445764,-70.623945,Comuna Piloto,baja
325,2025-08-23,robo_vehiculo,-33.483469,-70.629184,Comuna Piloto,baja
326,2025-02-25,vandalismo,-33.474674,-70.682482,Comuna Piloto,baja
327,2025-02-26,hurto,-33.483969,-70.664232,Comuna Piloto,baja
328,2025-01-09,robo_vehiculo,-33.414807,-70.65216,Comuna Piloto,baja
329,2025-02-03,hurto,-33.441577,-70.685257,Comuna Piloto,baja
330,2025-05-14,hurto,-33.426487,-70.672657,Comuna Piloto,baja
331,2025-05-12,hurto,-33.470397,-70.669167,Comuna Piloto,baja
332,2025-03-31,lesiones,-33.462875,-70.687272,Comuna Piloto,media
333,2025-03-16,robo_vehiculo,-33.459515,-70.644976,Comuna Piloto,alta
334,2025-07-19,lesiones,-33.423999,-70.629497,Comuna Piloto,alta
335,2025-04-21,hurto,-33.422765,-70.693007,Comuna Piloto,media
336,2025-07-13,vandalismo,-33.479319,-70.651888,Comuna Piloto,media
337,2025-08-20,robo_con_violencia,-33.405846,-70.621779,Comuna Piloto,baja
338,2025-03-18,robo_con_violencia,-33.487934,-70.625201,Comuna Piloto,media
339,2025-02-18,hurto,-33.410388,-70.618493,Comuna Piloto,media
340,2025-08-17,hurto,-33.48996,-70.655176,Comuna Piloto,media
341,2025-06-02,lesiones,-33.473546,-70.617944,Comuna Piloto,alta
342,2025-03-11,hurto,-33.415352,-70.675925,Comuna Piloto,baja
343,2025-05-30,vandalismo,-33.482051,-70.663919,Comuna Piloto,media
344,2025-05-04,hurto,-33.458643,-70.682364,Comuna Piloto,media
345,2025-08-06,robo_con_violencia,-33.455014,-70.653252,Comuna Piloto,baja
346,2025-03-03,robo_con_violencia,-33.475474,-70.660794,Comuna Piloto,alta
347,2025-08-26,vandalismo,-33.428975,-70.675907,Comuna Piloto,baja
348,2025-08-13,robo_con_violencia,-33.414867,-70.624822,Comuna Piloto,alta
349,2025-02-13,vandalismo,-33.412542,-70.668615,Comuna Piloto,media
350,2025-02-09,robo_vehiculo,-33.466068,-70.67272,Comuna Piloto,baja
351,2025-05-08,robo_con_violencia,-33.446915,-70.686911,Comuna Piloto,media
352,2025-01-11,robo_vehiculo,-33.475159,-70.656118,Comuna Piloto,baja
353,2025-03-13,lesiones,-33.47552,-70.669704,Comuna Piloto,media
354,2025-04-15,hurto,-33.483875,-70.663073,Comuna Piloto,media
355,2025-08-21,lesiones,-33.405998,-70.6764,Comuna Piloto,media
356,2025-08-27,lesiones,-33.411201,-70.623684,Comuna Piloto,
